X,Y,ID,FacilityID,LotName,Community,CD,Address,City,State,Zipcode,Lat,Lon,ConvenientTo,Entrance,Operator,Type,Phone,Hours,HourlyCost,DailyCost,MonthlyCost,SpecialFeatures,Spaces,Status,TOOLTIP,NLA_URL
-118.2787391,33.95890488,304,665,87th & Grand Parking Lot,Vermont Vista,8,323 W 87th St,Los Angeles,CA,90003-3313,33.9589,-118.278727,Swap meet & shops,W 87th St west of S Broadway,,Free,311,8am-6pm Mon-Sat,Free,Free,N/A,,64,Operational,"87th & Grand Parking Lot\n323 W 87th St, Los Angeles CA 90003-3313",navigatela/reports/dot_city_parking_lots.cfm?pk=304
-118.2054461,34.1220429,305,668,Ave 51 & Meridian Parking Lot,Eagle Rock,14,5058 Meridian St,Los Angeles,CA,90042-1723,34.122038,-118.205434,Restaurants & shops,Ave 51 north of York Blvd,,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,"10 hrs max time limit, no overnight parking 12am-5am nightly",45,Operational,"Ave 51 & Meridian Parking Lot\n5058 Meridian St, Los Angeles CA 90042-1723",navigatela/reports/dot_city_parking_lots.cfm?pk=305
-118.2063211,34.1205959,306,669,Lincoln & Ave 50 Parking Lot,Eagle Rock,1,5033 Lincoln Ave,Los Angeles,CA,90042-2343,34.120591,-118.206309,Restaurants & shops,Lincoln Ave east of Ave 50,,Metered,311,7am-9pm Daily,$1.00 ,$4.00/10 hrs,N/A,"10 hrs max time limit, no overnight parking 12am-5am nightly",41,Operational,"Lincoln & Ave 50 Parking Lot\n5033 Lincoln Ave, Los Angeles CA 90042-2343",navigatela/reports/dot_city_parking_lots.cfm?pk=306
-118.3346252,34.10187089,307,670,Cherokee & Hollywood Parking Garage,Hollywood,13,1710 Cherokee Ave,Hollywood,CA,90028-4818,34.101866,-118.334613,"Entertainment, restaurants & shops",Cherokee Ave north of Hollywood Blvd,"by Parking Concepts, Inc",Operated,323-957-9211,24 hours Daily,$8.00 ,$16.00 ,$144.00 ,"$12.00 flat after 5pm; max height clearance 8 feet 2 inches on level 1, 6 feet 8 inches on level 2 & up",386,Operational,"Cherokee & Hollywood Parking Garage\n1710 Cherokee Ave, Hollywood CA 90028-4818",navigatela/reports/dot_city_parking_lots.cfm?pk=307
-118.1924781,34.1091159,308,672,Ave 57 & Figueroa Parking Lot,Highland Park,1,124 S Avenue 57,Highland Park,CA,90042-4702,34.109111,-118.192466,"Metro Gold Line Station, restaurants & shops",S Avenue 57 southeast of N Figueroa St,,Metered & Free,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,32,Operational,"Ave 57 & Figueroa Parking Lot\n124 S Avenue 57, Highland Park CA 90042-4702",navigatela/reports/dot_city_parking_lots.cfm?pk=308
-118.1919521,34.1096209,309,673,Ave 58 & Figueroa East Parking Lot,Highland Park,1,117 S Avenue 58,Highland Park,CA,90042-4703,34.109616,-118.19194,"Metro Gold Line Station, restaurants & shops",S Avenue 58 southeast of N Figueroa St,,Metered & Free,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,32,Operational,"Ave 58 & Figueroa East Parking Lot\n117 S Avenue 58, Highland Park CA 90042-4703",navigatela/reports/dot_city_parking_lots.cfm?pk=309
-118.6027452,34.20155089,310,674,Jordan & Sherman Way Parking Lot,Canoga Park,3,7220 Jordan Ave,Canoga Park,CA,91303,34.201546,-118.602733,Restaurants & shops,Jordan Ave north of Sherman Way,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit,35,Operational,"Jordan & Sherman Way Parking Lot\n7220 Jordan Ave, Canoga Park CA 91303",navigatela/reports/dot_city_parking_lots.cfm?pk=310
-118.2905691,34.10436789,311,675,Russell & Vermont Parking Lot,Los Feliz,4,4642 Russell Ave,Los Angeles,CA,90027-4240,34.104363,-118.290557,Restaurants & shops,Russell Ave east of Vermont Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-12 midnight Daily,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,32,Operational,"Russell & Vermont Parking Lot\n4642 Russell Ave, Los Angeles CA 90027-4240",navigatela/reports/dot_city_parking_lots.cfm?pk=311
-118.2605711,34.07747889,312,676,Glendale & Sunset Parking Lot,Echo Park,13,1146 Glendale Blvd,Echo Park,CA,90026,34.077474,-118.260559,Echo Park & Angelus Temple,Glendale Blvd south of Sunset Blvd,,Metered,311,7am-9pm Mon-Sat,$0.50 ,$2.50 ,N/A,14 hrs max time limit,9,Operational,"Glendale & Sunset Parking Lot\n1146 Glendale Blvd, Echo Park CA 90026",navigatela/reports/dot_city_parking_lots.cfm?pk=312
-118.2784761,33.96130588,313,678,Broadway & Manchester Parking Lot,Vermont Vista,8,8509 S Broadway,Los Angeles,CA,90003-3334,33.961301,-118.278464,Post Office & shops,(1) S Broadway north of Manchester Ave<br />(2) S Olive St north of Manchester Ave,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit,61,Operational,"Broadway & Manchester Parking Lot\n8509 S Broadway, Los Angeles CA 90003-3334",navigatela/reports/dot_city_parking_lots.cfm?pk=313
-118.2587631,34.07755689,314,679,Sunset & Logan Parking Lot,Echo Park,13,1711 Sunset Blvd,Echo Park,CA,90026-3224,34.077552,-118.258751,Restaurants & shops,Sunset Blvd west of Logan St,,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,14 hrs max time limit,14,Operational,"Sunset & Logan Parking Lot\n1711 Sunset Blvd, Echo Park CA 90026-3224",navigatela/reports/dot_city_parking_lots.cfm?pk=314
-118.4464762,34.06197788,315,680,Broxton & Westwood Parking Garage,Westwood,5,1036 Broxton Ave,Westwood Village,CA,90024-2824,34.061973,-118.446464,"Westwood Village, entertainment, restaurants & shops",Broxton Ave south of Weyburn Ave,by General Services Dept,Operated,213-473-5556,"7am-12:30am Sun-Thu, 7am-2:30am Fri-Sat",$4.50 ,$9.00 ,$125.00 ,"First 2 hours free 7am-6pm Daily, after 6pm $3.00 flat Daily; max height clearance 8 feet 2 inches on level 1, 6 feet 8 inches on level 2 & up",366,Operational,"Broxton & Westwood Parking Garage\n1036 Broxton Ave, Westwood Village CA 90024-2824",navigatela/reports/dot_city_parking_lots.cfm?pk=315
-118.5247372,34.04627887,316,681,Sunset & Swarthmore Parking Lot,Pacific Palisades,11,15216 W Sunset Blvd,Pacific Palisades,CA,90272-3611,34.046274,-118.524725,Restaurants & shops,Sunset Blvd east of Swarthmore Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$1.00 ,$2.00/2 hrs,N/A,2 hrs max time limit,25,Operational,"Sunset & Swarthmore Parking Lot\n15216 W Sunset Blvd, Pacific Palisades CA 90272-3611",navigatela/reports/dot_city_parking_lots.cfm?pk=316
-118.2085151,34.04760389,317,682,Breed & Cesar Chavez Parking Lot,Boyle Heights,14,318 N Breed St,Boyle Heights,CA,90033-1802,34.047599,-118.208503,Restaurants & shops,N Breed St north of E Cesar Chavez Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,27,Operational,"Breed & Cesar Chavez Parking Lot\n318 N Breed St, Boyle Heights CA 90033-1802",navigatela/reports/dot_city_parking_lots.cfm?pk=317
-118.2867811,33.73956785,318,683,5th & Pacific Parking Lot,San Pedro,15,445 W 5th St,San Pedro,CA,90731,33.739563,-118.286769,Warner Grand Theater & shops,W 5th St east of S Pacific Ave,,Metered,311,8am-6pm Mon-Sat,$0.50 ,$2.50 ,$30.00 ,4 hrs max time limit; no overnight parking 2am-6am nightly,26,Operational,"5th & Pacific Parking Lot\n445 W 5th St, San Pedro CA 90731",navigatela/reports/dot_city_parking_lots.cfm?pk=318
-118.2870491,33.73804185,319,684,7th & Pacific Parking Lot,San Pedro,15,460 W 7th St,San Pedro,CA,90731,33.738037,-118.287037,Restaurants & shops,W 7th St east of S Pacific Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,8am-6pm Mon-Sat,$0.50 ,$2.50 ,$30.00 ,No overnight parking 2am-6am nightly,86,Operational,"7th & Pacific Parking Lot\n460 W 7th St, San Pedro CA 90731",navigatela/reports/dot_city_parking_lots.cfm?pk=319
-118.4268212,34.04149688,320,685,Malcolm & Pico Parking Lot,Rancho Park,5,2386 Malcolm Ave,Los Angeles,CA,90064-2206,34.041492,-118.426809,"Westside Pavillion, restaurants & shops",Malcolm Ave north of Pico Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,19,Operational,"Malcolm & Pico Parking Lot\n2386 Malcolm Ave, Los Angeles CA 90064-2206",navigatela/reports/dot_city_parking_lots.cfm?pk=320
-118.2132771,34.1384339,321,686,Caspar & Merton Parking Lot,Eagle Rock,14,5063 Caspar Ave,Eagle Rock,CA,90041-1967,34.138429,-118.213265,Restaurants & shops,Casper Ave south of Colorado Blvd,,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,29,Operational,"Caspar & Merton Parking Lot\n5063 Caspar Ave, Eagle Rock CA 90041-1967",navigatela/reports/dot_city_parking_lots.cfm?pk=321
-118.6004772,34.19997489,322,687,Remmet & Sherman Way West Parking Lot,Canoga Park,3,7141 Remmet Ave,Canoga Park,CA,91303-2016,34.19997,-118.600465,Restaurants & shops,Remmet Ave south of Sherman Way,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit,21,Operational,"Remmet & Sherman Way West Parking Lot\n7141 Remmet Ave, Canoga Park CA 91303-2016",navigatela/reports/dot_city_parking_lots.cfm?pk=322
-118.3846012,34.05592988,323,688,Clark & Pico Parking Garage,Crestview,5,1156 Clark Dr,Los Angeles,CA,90035-1400,34.055925,-118.384589,Restaurants & shops,Clark Dr north of Pico Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit; max height clearance 6 feet 2 inches,27,Operational,"Clark & Pico Parking Garage\n1156 Clark Dr, Los Angeles CA 90035-1400",navigatela/reports/dot_city_parking_lots.cfm?pk=323
-118.3851782,34.05494588,324,689,Pico & Robertson Parking Lot,Crestview,5,8866 Pico Blvd,Los Angeles,CA,90035-3302,34.054941,-118.385166,Restaurants & shops,Pico Blvd west of Robertson Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,39,Operational,"Pico & Robertson Parking Lot\n8866 Pico Blvd, Los Angeles CA 90035-3302",navigatela/reports/dot_city_parking_lots.cfm?pk=324
-118.3990472,34.14341189,325,690,Ventura & Laurel Canyon Parking Garage,Studio City,2,12225 Ventura Blvd,Studio City,CA,91604-2519,34.143407,-118.399035,Restaurants & shops,Ventura Blvd east of Laurel Grove Ave,by General Services Dept,Operated,213-473-5556,"7am-10:30pm Sun-Thu, 7am-12 midnight Fri-Sat","First 20 minutes free, $0.30 per 20 min thereafter",$6.00 ,$47.50 ,Closed nightly; max height clearance 8 feet 2 inches,393,Operational,"Ventura & Laurel Canyon Parking Garage\n12225 Ventura Blvd, Studio City CA 91604-2519",navigatela/reports/dot_city_parking_lots.cfm?pk=325
-118.2914831,34.06055989,326,691,Vermont & Wilshire Parking Lot,Wilshire Center,10,682 S Vermont Ave,Los Angeles,CA,90005-1348,34.060555,-118.291471,Restaurants & shops,Vermont Ave south of Wilshire Blvd,by General Services Dept,Operated,213-473-5556,8am-6pm Mon-Fri,$3.00 ,$5.00 ,$60.00 ,"$2.00 flat rate after 3pm; Monthly Day Permit: $60.00, 8am-6pm Daily; Monthly Night Permit: $40.00, 6pm-8am Nightly",65,Operational,"Vermont & Wilshire Parking Lot\n682 S Vermont Ave, Los Angeles CA 90005-1348",navigatela/reports/dot_city_parking_lots.cfm?pk=326
-118.2917971,34.06346489,327,692,Vermont & 6th Parking Lot,Wilshire Center,10,601 S Vermont Ave,Los Angeles,CA,90005-1347,34.06346,-118.291785,Restaurants & shops,Vermont Ave south of 6th St,,Metered,311,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,57,Operational,"Vermont & 6th Parking Lot\n601 S Vermont Ave, Los Angeles CA 90005-1347",navigatela/reports/dot_city_parking_lots.cfm?pk=327
-118.3237771,34.07474489,328,694,Larchmont & 1st Parking Lot,Hancock Park,4,209 N Larchmont Blvd,Los Angeles,CA,90004-3706,34.07474,-118.323765,"Larchmont Village, restaurants & shops",Larchmont Blvd south of Beverly Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-12 midnight Daily,$1.00 ,$2.00/2 hrs,N/A,2 hrs max time limit; no parking 7am-3pm Sun for Farmers Market (free parking available in Parking Lot 732),34,Operational,"Larchmont & 1st Parking Lot\n209 N Larchmont Blvd, Los Angeles CA 90004-3706",navigatela/reports/dot_city_parking_lots.cfm?pk=328
-118.1932381,34.1098139,329,695,Ave 57 & Marmion Parking Lot,Highland Park,1,123 N Avenue 57,Highland Park,CA,90042-4115,34.109809,-118.193226,"Metro Gold Line Station, restaurants & shops",N Avenue 57 & N Avenue 58 via alley northwest of N Figueroa St,,Metered & Free,311,4am-2pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,38,Operational,"Ave 57 & Marmion Parking Lot\n123 N Avenue 57, Highland Park CA 90042-4115",navigatela/reports/dot_city_parking_lots.cfm?pk=329
-118.2627151,33.78046186,330,696,Avalon & I St Parking Lot,Wilmington,15,835 Avalon Blvd,Wilmington,CA,90744-4501,33.780457,-118.262703,Wilmington Town Square,Avalon Blvd north of Anaheim St,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit,14,Operational,"Avalon & I St Parking Lot\n835 Avalon Blvd, Wilmington CA 90744-4501",navigatela/reports/dot_city_parking_lots.cfm?pk=330
-118.2142451,34.07253689,331,697,Workman & Broadway Parking Lot,Lincoln Heights,1,2332 Workman St,Lincoln Heights,CA,90031-2616,34.072532,-118.214233,Restaurants & shops,Workman St south of N Broadway,,Free,311,8am-6pm Mon-Sat,Free,Free,N/A,10 hrs max time limit,26,Operational,"Workman & Broadway Parking Lot\n2332 Workman St, Lincoln Heights CA 90031-2616",navigatela/reports/dot_city_parking_lots.cfm?pk=331
-118.4216602,34.04440988,332,698,Prosser & Pico Parking Lot,Century City,5,2367 Prosser Ave,Los Angeles,CA,90064-2323,34.044405,-118.421648,Shops,Prosser Ave north of Pico Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,25,Operational,"Prosser & Pico Parking Lot\n2367 Prosser Ave, Los Angeles CA 90064-2323",navigatela/reports/dot_city_parking_lots.cfm?pk=332
-118.2886611,33.73410285,333,699,11th & Pacific Parking Lot,San Pedro,15,529 11th St,San Pedro,CA,90731,33.734098,-118.288649,Shops,(1) 11th St west of S Pacific Ave<br />(2) 12th St west of S Pacific Ave,,Free,311,8am-6pm Mon-Fri,Free,Free,N/A,2 hrs max time limit; no overnight parking 2am-6am nightly,40,Operational,"11th & Pacific Parking Lot\n529 11th St, San Pedro CA 90731",navigatela/reports/dot_city_parking_lots.cfm?pk=333
-118.2769231,33.95947288,334,700,86th & Broadway Parking Lot,Vermont Vista,8,239 W 86th Pl,Los Angeles,CA,90003-3307,33.959468,-118.276911,Shops,86th Pl east of Broadway,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit,21,Operational,"86th & Broadway Parking Lot\n239 W 86th Pl, Los Angeles CA 90003-3307",navigatela/reports/dot_city_parking_lots.cfm?pk=334
-118.4678612,33.98584187,335,701,Dell & Venice Parking Lot,Venice,11,2150 Dell Ave,Venice,CA,90291-4526,33.985837,-118.467849,"Venice beach, restaurants & shops",Dell Ave south of N Venice Blvd,"by Parking Concepts, Inc",Operated,310-821-1081,Open per demand; 8am-11pm Daily,See rates under Special Features,"Mon-Fri $5.00; Sat-Sun, Holidays $12.00",$15.00 ,"Overflow lot for Lot 731; flat rates by time-of-day, hours of operation based on demand/weather; $5.00 7am-9am, $12.00-$17.00 9am-4pm, $5.00 4pm-8pm Daily May-Sep; $4.00 7am-9am, $7.00-$12.00 9am-5pm Daily Oct-Apr; no overnight parking 11pm-5am nightly; free for Farmers Market 7am-12pm Fri; monthly only for grandfathered properties",150,Operational,"Dell & Venice Parking Lot\n2150 Dell Ave, Venice CA 90291-4526",navigatela/reports/dot_city_parking_lots.cfm?pk=335
-118.3268771,34.10032889,336,702,Vine & Hollywood Parking Lot,Hollywood,13,1625 N Vine St,Hollywood,CA,90028-8802,34.100324,-118.326865,"Pantages Theater, entertainment & shops",(1) Vine St between Hollywood Blvd & Selma Ave<br />(2) Ivar Ave between Hollywood Blvd & Selma Ave<br />(Ivar entrance closed from 12 midnight-6am Sun-Wed & 2am-6am Thur-Sat),"by Parking Concepts, Inc",Operated,323-823-6023,24 hours Daily,$4.00 ,$12.00 ,$100-150 (see Special Features),"$10.00 flat 6am-6pm<br />Monthly rate: (1) $100 Day Only: 6am-6pm; (2) $125 Day Plus: 6am-9pm; (3) $150: full 24 hour access;<br />Max height clearance 8'2""",457,Operational,"Vine & Hollywood Parking Lot\n1625 N Vine St, Hollywood CA 90028-8802",navigatela/reports/dot_city_parking_lots.cfm?pk=336
-118.3839772,34.07483588,337,703,Robertson & Alden Parking Garage,Carthay,5,123 S Robertson Blvd,Los Angeles,CA,90048-3207,34.074831,-118.383965,Restaurants & shops,Robertson Blvd north of 3rd St,by General Services Dept,Operated,213-473-5556,6am-11:30pm Daily,"$1.20/30 minutes for first 3 hrs, $1.20/15 minutes thereafter until max of $12.00",$12.00 ,$150.00 ,"Max height clearance 8 feet 2 inches on level 1, 6 feet 6 inches on level 2 & up",334,Operational,"Robertson & Alden Parking Garage\n123 S Robertson Blvd, Los Angeles CA 90048-3207",navigatela/reports/dot_city_parking_lots.cfm?pk=337
-118.6027452,34.19977389,338,704,Jordan & Gault Parking Lot,Canoga Park,3,7128 Jordan Ave,Canoga Park,CA,91303,34.199769,-118.602733,Shops,Jordan Ave south of Sherman Way,,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,37,Operational,"Jordan & Gault Parking Lot\n7128 Jordan Ave, Canoga Park CA 91303",navigatela/reports/dot_city_parking_lots.cfm?pk=338
-118.6042802,34.16765588,339,705,Don Pio & Costanso Parking Lot,Woodland Hills,3,21901 W Costanso St,Woodland Hills,CA,91364,34.167651,-118.604268,Restaurants & shops,Don Pio Dr south of Ventura Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,12 hrs max time limit,28,Operational,"Don Pio & Costanso Parking Lot\n21901 W Costanso St, Woodland Hills CA 91364",navigatela/reports/dot_city_parking_lots.cfm?pk=339
-118.4301202,34.04017688,340,707,Midvale & Pico Parking Lot,Rancho Park,5,2377 Midvale Ave,Los Angeles,CA,90064-2103,34.040172,-118.430108,"Westside Pavillion, restaurants & shops",Midvale Ave north of Pico Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$1.00 ,$4.00/10 hrs,N/A,10 hrs max time limit,41,Operational,"Midvale & Pico Parking Lot\n2377 Midvale Ave, Los Angeles CA 90064-2103",navigatela/reports/dot_city_parking_lots.cfm?pk=340
-118.2601321,34.1167879,341,711,Garden & Glendale Parking Lot,Atwater Village ,13,3528 Garden Ave,Los Angeles,CA,90039-1922,34.116783,-118.26012,Restaurants & shops,Garden Ave south of Glendale Blvd,,Free,311,24 hours Daily,Free,Free,N/A,2 hrs max time limit; no overnight parking 2am-6am nightly,34,Operational,"Garden & Glendale Parking Lot\n3528 Garden Ave, Los Angeles CA 90039-1922",navigatela/reports/dot_city_parking_lots.cfm?pk=341
-118.5372452,34.20205889,342,712,Baird & Wyandotte Parking Lot ,Reseda,3,7246 Baird Ave,Reseda,CA,91335,34.202054,-118.537233,Restaurants & shops,Baird Ave north of Sherman Way,,Free,311,8am-6pm Mon-Sat,Free,Free,N/A,10 hrs max time limit; no overnight parking 12am-6am nightly,34,Operational,"Baird & Wyandotte Parking Lot \n7246 Baird Ave, Reseda CA 91335",navigatela/reports/dot_city_parking_lots.cfm?pk=342
-118.2110121,34.04711189,343,713,Chicago & Cesar Chavez Parking Lot,Boyle Heights,14,249 N Chicago St,Boyle Heights,CA,90033-2906,34.047107,-118.211,Restaurants & shops,Chicago St south of Cesar Chavez Ave,"by Parking Concepts, Inc",Operated,323-957-9211,"9am-7pm Daily Apr-Sep, 9am-5pm Daily Oct-Mar",$2.50 ,$5.00 ,$60.00 ,Pay max in advance,70,Operational,"Chicago & Cesar Chavez Parking Lot\n249 N Chicago St, Boyle Heights CA 90033-2906",navigatela/reports/dot_city_parking_lots.cfm?pk=343
-118.4254242,34.04253388,344,715,Overland & Pico Parking Lot,Century City,5,2371 Overland Ave,Los Angeles,CA,90064-2209,34.042529,-118.425412,Shops,Overland Ave north of Pico Blvd, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.75 ,$3.00 ,N/A,10 hrs max time limit,27,Operational,"Overland & Pico Parking Lot\n2371 Overland Ave, Los Angeles CA 90064-2209",navigatela/reports/dot_city_parking_lots.cfm?pk=344
-118.6004772,34.19960589,345,725,Remmet & Gault Parking Lot,Canoga Park,3,7117 Remmet Ave,Canoga Park,CA,91303-2016,34.199601,-118.600465,Restaurants & shops,Remmet Ave south of Sherman Way,,Free,311,24 hours Daily,Free,Free,N/A,,17,Operational,"Remmet & Gault Parking Lot\n7117 Remmet Ave, Canoga Park CA 91303-2016",navigatela/reports/dot_city_parking_lots.cfm?pk=345
-118.2134881,34.04490489,346,728,1st & Chicago Parking Lot,Boyle Heights,14,2129 E 1st St,Los Angeles,CA,90033-3917,34.0449,-118.213476,,,,,,,,,,LEASED  TO LAPD,,Operational,"1st & Chicago Parking Lot\n2129 E 1st St, Los Angeles CA 90033-3917",navigatela/reports/dot_city_parking_lots.cfm?pk=346
-118.4690782,33.98548387,347,731,Venice & Pacific Parking Lot,Venice,11,200 N Venice Blvd,Venice,CA,90291,33.985479,-118.469066,"Venice Beach, restaurants & shops",N Venice Blvd east of Pacific Ave,"by Parking Concepts, Inc",Operated,310-821-1081,Open per demand; 8am-11pm Daily,See rates under Special Features,"Mon-Fri $5.00; Sat-Sun, Holidays $12.00",$55.00 ,"Flat rates by time-of-day, hours of operation vary based on demand/weather; May-Sep: $5.00 7am-9am & 4pm-8pm Daily, $12.00-$20.00 9am-4pm Mon-Fri, $12.00-$25.00 9am-4pm Sat-Sun & Holidays; Oct-Apr: $4.00 7am-9am, $7.00-$15.00 9am-5pm Daily; pay at honor box from closing to 11pm; $2.00 Mon-Thu, $3.00 Fri-Sun; overnight parking by monthly permit only 6pm-9am nightly",177,Operational,"Venice & Pacific Parking Lot\n200 N Venice Blvd, Venice CA 90291",navigatela/reports/dot_city_parking_lots.cfm?pk=347
-118.3234451,34.07487689,348,732,Larchmont & Beverly Parking Garage,Hancock Park,4,218 N Larchmont Blvd,Los Angeles,CA,90004-3707,34.074872,-118.323433,"Larchmont Village, restaurants & shops",Larchmont Blvd south of Beverly Blvd,by General Services Dept,Operated,213-473-5556,"7am-9pm Mon-Sat, 9am-5pm Sun (free on Sunday)",$1.50 ,$6.00 ,$65.00 ,"One hour free with validation, free parking Sundays for Farmers Market in Parking Lot 694; max height clearance 8 feet 2 inches, 6 feet 10 inches on level B2 & B3",167,Operational,"Larchmont & Beverly Parking Garage\n218 N Larchmont Blvd, Los Angeles CA 90004-3707",navigatela/reports/dot_city_parking_lots.cfm?pk=348
-118.2855971,33.73894185,349,735,Mesa & 6th Parking Lot,San Pedro,15,396 W 6th St,San Pedro,CA,90731-2622,33.738937,-118.285585,Warner Grand Theater & shops,Mesa St south of W 5th St, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,8am-6pm Mon-Sat,$0.50 ,$2.00/4 hrs,N/A,4 hrs max time limit; no overnight parking 2am-6am nightly,50,Operational,"Mesa & 6th Parking Lot\n396 W 6th St, San Pedro CA 90731-2622",navigatela/reports/dot_city_parking_lots.cfm?pk=349
-118.4781392,33.99571787,350,740,Main & Rose Parking Lot,Venice,11,301 S Main St,Venice,CA,90291-2523,33.995713,-118.478127,"Venice beach, restaurants & shops",Alley west of Main St south of Rose Ave, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,310-821-1081,9am-6pm Daily,$1.00 ,$4.00/10 hrs,N/A,,41,Operational,"Main & Rose Parking Lot\n301 S Main St, Venice CA 90291-2523",navigatela/reports/dot_city_parking_lots.cfm?pk=350
-118.3312161,34.10050689,351,742,Wilcox & Hollywood Parking Lot,Hollywood,13,1637 N Wilcox Ave,Hollywood,CA,90028-6205,34.100502,-118.331204,"Entertainment, restaurants & shops",N Wilcox Ave south of Hollywood Blvd,"by Parking Concepts, Inc",Operated,323-957-9211,8am-12:30am Daily,$7.00-10.00 flat,$10.00 ,$90.00 ,"Flat rate: $7.00 8am-8pm, $10.00 8pm-12:30am",149,Operational,"Wilcox & Hollywood Parking Lot\n1637 N Wilcox Ave, Hollywood CA 90028-6205",navigatela/reports/dot_city_parking_lots.cfm?pk=351
-118.2920761,33.96153688,352,744,Vermont & 85th Parking Lot,Vermont Knolls,8,8463 S Vermont Ave,Los Angeles,CA,90044-3448,33.961532,-118.292064,Council District 8 Constituent Service Center,Vermont Ave south of W 84th Pl, - Pay Station <img id='pnp' src='images/pnplogo.jpg' />,Metered,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit,23,Operational,"Vermont & 85th Parking Lot\n8463 S Vermont Ave, Los Angeles CA 90044-3448",navigatela/reports/dot_city_parking_lots.cfm?pk=352
-118.3388952,34.10173489,353,745,Hollywood & Highland Parking Garage,Hollywood,13,6801 Hollywood Blvd,Hollywood,CA,90028,34.10173,-118.338883,Chinese and Dolby Theatres,(1)  Highland Ave north of Hollywood Blvd<br />(2)  Orange Dr north of Hollywood Blvd,by New South Parking,Operated,323-468-0720,9am-2am Daily,$4.00 ,$13.00 ,$120.00 (Residential Parking: $60.00),"Flat rate: $10.00 after 10pm Thu-Sat<br /><hr />Validation (participating venues only):<br />(1) Retail & Restaurants: $2.00 first 2 hrs<br />(2) Cinemas: $2.00 first 4 hrs<br />*Dolby Theatre & Hotel Ballrooms do not validate<br /><hr />Valet (optional): $7.00 in addition to standard rates; Max height clearance 8 feet 2 inches, 7 feet on levels P3-P6","3,021",Operational,"Hollywood & Highland Parking Garage\n6801 Hollywood Blvd, Hollywood CA 90028",navigatela/reports/dot_city_parking_lots.cfm?pk=353
-118.3706412,34.16024089,354,747,Vineland & Lankershim Parking Lot,North Hollywood,4,5000 N Vineland Ave,North Hollywood,CA,91601-3815,34.160236,-118.370629,NOHO Art District & shops,(1) Vineland Ave between Magnolia Blvd & Lankershim Blvd<br />(2) Lankershim Blvd at Vineland Ave<br />(3) Magnolia Blvd at Vineland Ave,,Metered & Free,311,7am-9pm Daily,$0.50 ,$2.50 ,N/A,10 hrs max time limit; free parking with 2 hrs max time limit,92,Operational,"Vineland & Lankershim Parking Lot\n5000 N Vineland Ave, North Hollywood CA 91601-3815",navigatela/reports/dot_city_parking_lots.cfm?pk=354
